t,gt_x,gt_y,gt_yaw,odom_x,odom_y,odom_yaw,kf_x,kf_y,kf_yaw,kf_cov_x,kf_cov_y,ekf_x,ekf_y,ekf_yaw,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_yaw,pf_cov_x,pf_cov_y,pf_cov_yaw
0.05019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.10032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.20013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.25552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.30015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.35018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.40015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.45017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.50013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.55019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.60017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.65016,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.01429,0.01429,-0.00000,0.00000,0.00000,0.01429,0.01429,0.01429,-0.00071,0.00162,0.00830,0.00192,0.00207,0.00249
0.70016,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.01429,0.01429,-0.00000,0.00000,0.00000,0.01429,0.01429,0.01429,-0.00071,0.00162,0.00830,0.00192,0.00207,0.00249
0.75562,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.02039,0.02039,-0.00000,0.00000,0.00000,0.01635,0.01635,0.01635,-0.00051,0.00034,0.00747,0.00141,0.00119,0.00282
0.80012,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.02039,0.02039,-0.00000,0.00000,0.00000,0.01635,0.01635,0.01635,-0.00051,0.00034,0.00747,0.00141,0.00119,0.00282
0.85024,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.02039,0.02039,-0.00000,0.00000,0.00000,0.01635,0.01635,0.01635,-0.00051,0.00034,0.00747,0.00141,0.00119,0.00282
0.90016,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.02039,0.02039,-0.00000,0.00000,0.00000,0.01635,0.01635,0.01635,-0.00051,0.00034,0.00747,0.00141,0.00119,0.00282
0.95029,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.00649,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.07196,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.10015,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.15027,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.20023,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.25017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03198,0.03198,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00010,-0.00057,0.01006,0.00166,0.00077,0.00421
1.30014,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03747,0.03747,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00325,-0.00176,0.01445,0.00207,0.00060,0.00769
1.35013,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03747,0.03747,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00325,-0.00176,0.01445,0.00207,0.00060,0.00769
1.40012,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03747,0.03747,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00325,-0.00176,0.01445,0.00207,0.00060,0.00769
1.45433,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.03747,0.03747,-0.00000,0.00000,0.00000,0.01725,0.01725,0.01725,-0.00325,-0.00176,0.01445,0.00207,0.00060,0.00769
