t,gt_x,gt_y,gt_yaw,odom_x,odom_y,odom_yaw,kf_x,kf_y,kf_yaw,kf_cov_x,kf_cov_y,ekf_x,ekf_y,ekf_yaw,ekf_cov_x,ekf_cov_y,ekf_cov_yaw,pf_x,pf_y,pf_yaw,pf_cov_x,pf_cov_y,pf_cov_yaw
0.05380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.10020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.15013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.20165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.25051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.30218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.35014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.40016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.45392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.50022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.55020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.60014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.65016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.70016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.75018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.80019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.85019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.90015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.95062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.00034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.05071,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.10019,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03438,0.03438,0.03438,0.00184,0.00163,0.00466,0.00948,0.00944,0.00277
1.15030,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03438,0.03438,0.03438,0.00184,0.00163,0.00466,0.00948,0.00944,0.00277
1.20021,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03438,0.03438,0.03438,0.00184,0.00163,0.00466,0.00948,0.00944,0.00277
1.25017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03438,0.03438,0.03438,0.00184,0.00163,0.00466,0.00948,0.00944,0.00277
1.30016,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03644,0.03644,0.03644,0.00080,0.00173,0.00594,0.00904,0.00859,0.00315
1.35133,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03659,0.03659,0.03659,0.00031,0.00190,0.00599,0.00812,0.00790,0.00306
1.40017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03659,0.03659,0.03659,0.00031,0.00190,0.00599,0.00812,0.00790,0.00306
1.45013,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03659,0.03659,0.03659,0.00031,0.00190,0.00599,0.00812,0.00790,0.00306
1.50023,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03659,0.03659,0.03659,0.00031,0.00190,0.00599,0.00812,0.00790,0.00306
1.55041,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00041,0.00180,0.00636,0.00794,0.00731,0.00344
1.60012,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00005,0.00170,0.00629,0.00720,0.00682,0.00335
1.65017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00005,0.00170,0.00629,0.00720,0.00682,0.00335
1.70267,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00005,0.00170,0.00629,0.00720,0.00682,0.00335
1.75015,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00005,0.00170,0.00629,0.00720,0.00682,0.00335
1.80017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00094,0.00150,0.00561,0.00704,0.00642,0.00385
1.85031,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00076,0.00134,0.00523,0.00648,0.00604,0.00371
1.90017,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,0.00076,0.00134,0.00523,0.00648,0.00604,0.00371
1.95019,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00005,0.00116,0.00582,0.00619,0.00571,0.00372
2.00014,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00005,0.00116,0.00582,0.00619,0.00571,0.00372
2.05008,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00005,0.00116,0.00582,0.00619,0.00571,0.00372
2.10016,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00084,0.00105,0.00560,0.00588,0.00541,0.00395
2.15298,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00084,0.00105,0.00560,0.00588,0.00541,0.00395
2.20018,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00084,0.00105,0.00560,0.00588,0.00541,0.00395
2.25013,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,nan,nan,nan,nan,nan,-0.00000,0.00000,0.00000,0.03660,0.03660,0.03660,-0.00084,0.00105,0.00560,0.00588,0.00541,0.00395
